="rsp-5256401-00015149 rev. 1: Visualizzazione struttura"
=" Visualizza:ParserView"
, , , , ,
Level,Titolo,Nome,Contenuto,Stato,
7,Requirement00711250,="req-5256401-00711250","WHILE: DILCStatus == ""Available_Idle"" 

WHEN: TrailerStatus == ""Connected""

THEN:
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711252,="req-5256401-00711252","WHILE:


	DILCStatus == ""Speed_Adapting_Left"" AND
	TrailerStatus == ""Connected""


WHEN: LaneChangeStarted == ""FALSE""

THEN:
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711253,="req-5256401-00711253","WHILE:


	DILCStatus == ""Speed_Adapting_Right"" AND
	TrailerStatus == ""Connected""


WHEN: LaneChangeStarted == ""FALSE""

THEN:
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711256,="req-5256401-00711256","WHILE:


	DILCStatus == ""Disabled"" AND
	TopDriveStateNDAS != ""L2"" AND ""L2_PLUS"" AND ""L2_PLUS_PLUS 


WHEN: DILCSetting == ""ON""

THEN:
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711258,="req-5256401-00711258","WHILE:


	DILCStatus == ""Standby"" AND
	TrailerStatus == ""NotConnected"" AND 
	TopDriveStateNDAS == ""L2"" OR ""L2_PLUS"" OR  ""L2_PLUS_PLUS


WHEN: TrailerStatus == ""Connected""

THEN:
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711259,="req-5256401-00711259","WHILE: DILCStatus == ""Standby"" AND

WHEN: TopDriveStateNDAS != ""L2"" OR ""L2_PLUS"" OR ""L2_PLUS_PLUS""

THEN:
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711262 [To Be Removed],="req-5256401-00711262","WHILE: DILCStatus == ""Fault""

WHEN: TrailerStatus == ""Connected""

THEN
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711263 [To be Removed],="req-5256401-00711263","WHILE: DILCStatus == ""Fault""

WHEN:  TrailerStatus == ""Connected""

THEN
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
7,Requirement00711265 [To be Removed],="req-5256401-00711265","WHILE: DILCStatus == ""Fault"" AND

WHEN: TopDriveStateNDAS != ""L2"" OR ""L2_PLUS"" OR ""L2_PLUS_PLUS""

THEN:
DADC_JLR shall set DILCStatus to ""Inoperable""",In corso,
6,"Transitions to ""Fault"" State",="chp-5256401-00383731", ,In corso,
7,Requirement00711185,="req-5256401-00711185","WHERE:  DILCFitmentStatus == ""TRUE"" 

WHILE: 


	DILCStatus == ""Off"" AND
	DILCSetting == ""TRUE"" AND
	LaneChangedODD == ""TRUE"" AND
	LaneChangeFault == ""TRUE"" AND
	TrailerStatus == ""NotConnected"" AND
	TopDriveStateNDAS == ""L2"" OR ""L2_PLUS"" OR ""L2_PLUS_PLUS""


WHEN: VehicleState == ""Comfort"" OR ""Running"" 

THEN
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711186,="req-5256401-00711186","WHILE: DILCStatus == ""Unpermitted""

WHEN: LaneChangeFault == ""TRUE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711193,="req-5256401-00711193","WHILE: 


	DILCStatus == ""Active_Right"" AND
	LaneChangeAborted == ""FALSE"" AND
	LaneChangeFault == ""TRUE"" 


WHEN: LaneChangeStarted == ""FALSE""

THEN:

DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711194,="req-5256401-00711194","WHILE: 


	DILCStatus == ""Aborting_Right"" AND
	LaneChangeStarted == ""FALSE"" AND
	LaneChangeFault == ""TRUE"" 


WHEN:  LaneChangeAborted == ""FALSE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711196,="req-5256401-00711196","WHILE: 


	DILCStatus == ""Active_Left"" AND
	LaneChangeAborted == ""FALSE"" AND
	LaneChangeFault == ""TRUE"" 


WHEN:  LaneChangeStarted == ""FALSE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711201,="req-5256401-00711201","WHILE: 


	DILCStatus == ""Aborting_Left"" AND
	LaneChangeStarted == ""FALSE"" AND
	LaneChangeFault == ""TRUE"" 


WHEN:  LaneChangeAborted == ""FALSE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711208,="req-5256401-00711208","WHILE: DILCStatus == ""Available_Idle"" 

WHEN: LaneChangeFault == ""TRUE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711211,="req-5256401-00711211","WHILE: DILCStatus == ""Speed_Adapting_Left"" 

WHEN: LaneChangeFault == ""TRUE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711214,="req-5256401-00711214","WHILE: DILCStatus == ""Speed_Adapting_Right""

WHEN: LaneChangeFault == ""TRUE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711216,="req-5256401-00711216","WHILE:


	DILCStatus == ""Disabled"" AND
	TrailerStatus == ""NotConnected"" AND
	LaneChangeFault == ""TRUE"" AND
	TopDriveStateNDAS == ""L2"" OR ""L2_PLUS"" OR  ""L2_PLUS_PLUS) 


WHEN: DILCSetting == ""ON""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00711218,="req-5256401-00711218","WHILE:


	DILCStatus == ""Standby"" AND
	TrailerStatus == ""NotConnected"" AND 
	TopDriveStateNDAS == ""L2"" OR ""L2_PLUS"" OR  ""L2_PLUS_PLUS 


WHEN: LaneChangeFault == ""TRUE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
7,Requirement00737811,="req-5256401-00737811","WHILE:
_ DILCStatus == ""Inoperable""

WHEN:

_ LaneChangeFault == ""TRUE""

THEN:
DADC_JLR shall set DILCStatus to ""Fault""",In corso,
5,="[PID-15484] Request Lane Change Abortion",="chp-5256401-00383223", ,In corso,
6,Requirement00709726,="req-5256401-00709726","WHILE DILCStatus == ""Off"" OR ""NotFitted"" OR ""Disabled"" OR ""Standby"" OR ""Available_Idle"" OR ""Aborting_Left"" OR ""Aborting_Right"" OR ""Unpermitted"" OR ""Fault"" ""Inoperable""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""NoRequest""",In corso,
6,Requirement00709727,="req-5256401-00709727","WHILE DILCStatus == ""Active_Left"" Or ""Active_Right"" Or ""Speed_Adapting_Left"" Or ""Speed_Adapting_Right""
WHEN DILCSetting == ""Off""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
6,Requirement00709728,="req-5256401-00709728","WHILE DILCStatus is ""Active_Left"" Or ""Active_Right"" Or ""Speed_Adapting_Left"" Or ""Speed_Adapting_Right""
WHEN TrailerStatus == ""Connected""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
6,Requirement00709729,="req-5256401-00709729","WHILE DILCStatus is ""Active_Left"" Or ""Active_Right"" Or ""Speed_Adapting_Left"" Or ""Speed_Adapting_Right""
WHEN DirectionIndicatorLampStatus == ""LampOff"" Or ""Hazards""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
6,Requirement00709730,="req-5256401-00709730","WHILE DILCStatus is ""Active_Left""  Or ""Speed_Adapting_Left""
WHEN DirectionIndicatorLampStatus == ""Right"" OR ""ALC_Right""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
6,Requirement00709731,="req-5256401-00709731","WHILE DILCStatus is ""Active_Left""  Or ""Speed_Adapting_Left""
WHEN directionIndicatorStalkStatus == ""RightTip"" OR ""RightLatch""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
6,Requirement00709732,="req-5256401-00709732","WHILE DILCStatus is ""Active_Right""  Or ""Speed_Adapting_Right""
WHEN DirectionIndicatorLampStatus == ""Left"" OR ""ALC_Left""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
6,Requirement00709733,="req-5256401-00709733","WHILE DILCStatus is ""Active_Right""  Or ""Speed_Adapting_Right""
WHEN directionIndicatorStalkStatus == ""LeftTip"" OR ""LeftLatch""
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
6,Requirement00709749,="req-5256401-00709749","WHILE DILCStatus is ""Active_Left"" Or ""Active_Right"" Or ""Speed_Adapting_Left"" Or ""Speed_Adapting_Right""
WHEN TorsionBarTorque >= [ALC Override Torque] against the direction of the lane change
THEN
DADC_JLR shall set RequestLaneChangeAbortion to ""Request""",In corso,
5,="[PID-15482] Manage DILC Setting Update",="chp-5256401-00383224", ,In corso,
6,Requirement00711570,="req-5256401-00711570","WHILE: VehicleState == ""Duty"" OR ""Sleep"" OR ""Not_Used"" OR ""Precondition"" OR ""Reserve_BS_C"" OR ""Reserve_LSS_C"" OR ""Reserve_BS_R"" OR ""Reserve_LSS_R"" OR ""Restricted"" OR ""Remote"" OR ""State_Limp"" 

WHEN: VehicleState == ""Comfort"" OR ""Running""

THEN
DADC_JLR shall set DILCSetting to the value stored in ALCPersonalisationSetting",In corso,
6,Requirement00711571,="req-5256401-00711571","WHILE:


	VehicleState == ""Comfort"" OR ""Running"" AND
	DILCSetting == ""OFF""


WHEN: DILCSettingUpdate == ""toON""

THEN
DADC_JLR shall set DILCSetting to ""ON""",In corso,
6,Requirement00711572,="req-5256401-00711572","WHILE:


	VehicleState == ""Comfort"" OR ""Running"" AND
	DILCSetting == ""ON""


WHEN: DILCSettingUpdate == ""toOFF""

THEN
DADC_JLR shall set DILCSetting to ""OFF""",In corso,
5,="[PID-15485] Manage Confirmation of Deliberate Action",="chp-5256401-00383225", ,In corso,
6,Requirement00711584,="req-5256401-00711584","WHERE: ALCVariantFitment == ""ECE"" 

WHILE:


	DILCStatus != ""Unpermitted"" OR
	LaneChangeODD == ""FALSE""


THEN:
DADC_JLR shall set confirmDriverAction to ""NotNeeded_""",In corso,
6,Requirement00711586,="req-5256401-00711586","WHERE: ALCVariantFitment == ""ECE"" 

WHILE: confirmDriverAction == ""NotNeeded_""

WHEN:


	LaneChangeODD == ""TRUE"" OR
	DILCStatus == ""Unpermitted""


THEN:
DADC_JLR shall set confirmDriverAction to ""NeedConfirmation""",In corso,
6,Requirement00711766,="req-5256401-00711766",,In corso,
6,Requirement00711769,="req-5256401-00711769","WHILE: confirmDriverAction == ""NeedConfirmation""

WHEN: DriveCruiseButton == ""SetPlus"" OR ""SetMinus"" OR ""Res""

THEN:
DADC_JLR shall set confirmDriverAction to ""Confirmed""",In corso,
6,Requirement00711771,="req-5256401-00711771","WHERE: ALCVariantFitment == ""USA"" OR ""China"" OR ""Other""


THEN:
DADC_JLR shall set confirmDriverAction to ""NotNeeded_""",In corso,
5,="[PID-11460] Request to Activate/Deactivate Indicator Lamp",="chp-5256401-00383226", ,In corso,
6,Requirement00711854,="req-5256401-00711854",The DADC_JLR shall populate ActivateDirectionIndicatorRequest with data freshness and Integrity.,In corso,
5,="[PID-11426] Request Lane Change Cancelled Warnings",="chp-5256401-00383230", ,In corso,
5,Chapter00383231,="chp-5256401-00383231", ,In corso,
4,Exterior Lighting Static,="chp-5256401-00383488", ,In corso,
5,="[PID-15481] Provide Indicator/Hazard Lamp Status",="chp-5256401-00384008", ,Congelato,
6,DIFunctionStatus,="chp-5256401-00389232", ,Congelato,
7,Both of the Direction Indicators are off,="req-5256401-00723333","WHILE

Both the Direction Indicators are off

 

THEN

the BCMA shall set DIFunctionStatus as OFF (0).",Congelato,
7,Left Indicator activation due to Assisted Lane Change,="req-5256401-00723348","WHILE

the Left Direction Indicators are activated due to a request from Assisted Lane Change to indicate left

 

THEN

the BCMA shall set DIFunctionStatus as Assisted Lane Change LH (22).",Congelato,
7,Right Indicator activation due to Assisted Lane Change,="req-5256401-00723349","WHILE

the Right Direction Indicators are activated due to a request from Assisted Lane Change to indicate right

 

THEN

the BCMA shall set DIFunctionStatus as as Assisted Lane Change RH (23).",Congelato,
7,Publish DIFunctionStatusProt from DIFunctionStatus,="req-5256401-00782851",The BCMA shall publish DIFunctionStatusProt and populate with the value of DIFunctionStatus.,Congelato,
7,Publish DIFunctionStatusErrorProt from DIFunctionStatusError,="req-5256401-00784458",The BCMA shall publish DIFunctionStatusErrorProt and populate with the value of DIFunctionStatusError.,Congelato,
7,Alive Counter and Checksum,="req-5256401-00723352","The BCMA shall publish DIFunctionAC and DIFunctionCS to maintain Data Freshness and Integritiy of DIFunctionStatusProt and DIFunctionStatusError.

Note: Refer to STJLR 18.036 for AC/CS.",Congelato,
7,Logical to Physical Mapping (deprecated),="req-5256401-00723354","
	
		
			Logical System Element
			Physical Element
		
		
			Exterior Lighting Static
			BCMA
		
	


 


	
		
			Logical Signal
			Physical Signals
		
		
			DirectionIndicatorLampStatus
			
			
				DIFunctionStatusProt
				DIFunctionAC
				DIFunctionCS
			
			
			
			
				DIFunctionStatusErrorProt
				DIFunctionAC
				DIFunctionCS
			
			
		
		
			OFF
			OFF (0)
			OFF (0)
		
		
			HAZARDS
			Hazards (1)
			ON - OK (1)
		
		
			CRASH
			Crash (2)
			ON - OK (1)
		
		
			LEFT
			LH DI (6)
			ON - OK (1)
		
		
			RIGHT
			RH DI (7)
			ON - OK (1)
		
		
			DCR
			Driver Condition Response (10)
			ON - OK (1)
		
		
			RPC
			Rear End Collision (11)
			ON - OK (1)
		
		
			APA_LH
			Auto Park Assist LH (12)
			ON - OK (1)
		
		
			APA_RH
			Auto Park Assist RH (13)
			ON - OK (1)
		
		
			Remote_control_drive_hazards
			Remote Control Drive Hazards (14)
			ON - OK (1)
		
		
			RPA_LH
			Remote Park Assist LH (17)
			ON - OK (1)
		
		
			RPA_RH
			Remote Park Assist RH (18)
			ON - OK (1)
		
		
			FLASH_LH
			Momentary_Left_DI (19)
			ON - OK (1)
		
		
			FLASH_RH
			Momentary_Right_DI (20)
			ON - OK (1)
		
		
			CPD
			CPD Hazards (21)
			ON - OK (1)
		
		
			ALC_LH
			Assisted Lane Change LH (22)
			ON - OK (1)
		
		
			ALC_RH
			Assisted Lane Change RH (23)
			ON - OK (1)
		
		
			FAULT
			 
			ON - NOK (2)
		
		
			 
			 
			 
		
	


 ",In corso,
5,="[PID-11384] Actuate Direction Indicator Lamps",="chp-5256401-00383490", ,Congelato,
6,DIRequestALC,="chp-5256401-00381687", ,Congelato,
7,Request to indicate left,="req-5256401-00705911","WHILE

BCMA receives DIRequestALC as ""LEFT""

AND

DIRequestALCAC and DIRequestALCCS is valid as per STJLR 18.036

 

THEN

the Exterior Lighting System (Exterior Lighting Static) shall blink the left direction indicators.",Congelato,
7,Request to indicate right,="req-5256401-00705912","WHILE

BCMA receives DIRequestALC as ""RIGHT""

AND

DIRequestALCAC and DIRequestALCCS is valid as per STJLR 18.036

 

THEN

the Exterior Lighting System (Exterior Lighting Static) shall blink the right direction indicators.",Congelato,
7,Request to stop indicators,="req-5256401-00705913","WHILE

direction indicators are active due to a request from DIRequestALC

 

WHEN

BCMA receives DIRequestALC as ""NO_REQUEST""

AND

DIRequestALCAC and DIRequestALCCS is valid as per STJLR 18.036

 

THEN

the Exterior Lighting System (Exterior Lighting Static) shall deactivate the direction indicators.",Congelato,
7,DIRequestALC signal missing,="req-5256401-00705915","WHILE

direction indicators are active due to a request from DIRequestALC

 

WHEN

DIRequestALCAC and DIRequestALCCS is invalid as per STJLR 18.036

 

THEN

the Exterior Lighting System (Exterior Lighting Static) shall deactivate the direction indicators.",Congelato,
7,Logical to Physical Mapping (deprecated),="req-5256401-00705914","
	
		
			Logical
			Physical
		
		
			Exterior Lighting Static
			BCMA
		
		
			ActivateDirectionIndicatorRequest
			
			
				DIRequestALC
				DIRequestALCAC
				DIRequestALCCS
			
			
		
		
			NO_REQUEST
			No request (0)
		
		
			LEFT
			ALC_LEFT (1)
		
		
			RIGHT
			ALC_RIGHT (2)
		
	


 ",In corso,
4,CarConfig,="chp-5256401-00383700", ,In corso,
5,="[PID-11429] Determine DILC Fitment",="chp-5256401-00383707", ,In corso,
6,Ccf for driver initiated lane change not supported,="req-5256401-00711074","The CarConfig shall set the value of DILCFitmentStatus to ""NOT_SUPPORTED"" by default.",Congelato,
6,driver initiated lane change fitted,="req-5256401-00711076","WHEN

Driver Initiated Lane Change is fitted 

 

THEN

CarConfig shall set the value of DILCFitmentStatus to ""FITTED""",Congelato,
6,driver initiated lane change not fitted,="req-5256401-00711077","WHEN

Driver Initiated Lane Change is not fitted 

 

THEN

CarConfig shall set the value of DILCFitmentStatus to ""NOT_FITTED""",Congelato,
6,Ccf for driver initiated lane change error,="req-5256401-00711075","WHEN

there is a failure in the ability to determine conditions under which to set the value of DILCFitmentStatus 

 

THEN

CarConfig shall set the value of DILCFitmentStatus to ""ERROR""",Congelato,
6,Logical to Physical Mapping,="req-5256401-00711080",="LogicalPhysicalCarConfigCCF_ServerDILCFitmentStatusParameter: CCFDriverLaneChange (MDFID: 0x8A47) NOT_SUPPORTEDNot Supported (0)NOT_FITTEDNot Fitted (1)FITTEDFitted (2)ERRORError (3)",Congelato,
5,="[PID-15479] Determine DILC Setting Fitment",="chp-5256401-00383708", ,In corso,
6,Requirement00711113,="req-5256401-00711113","The CarConfig shall set the value of DILCSettingFitment to ""NOT_SUPPORTED"" by default.",Congelato,
6,Requirement00711114,="req-5256401-00711114","WHEN

Driver Initiated Lane Change Menu is not fitted 

 

THEN

the CarConfig shall set the value of DILCSettingFitment to ""NOT_FITTED""",Congelato,
6,Requirement00711115,="req-5256401-00711115","WHEN

Driver Initiated Lane Change Menu is fitted 

 

THEN

the CarConfig shall set the value of DILCSettingFitment to ""FITTED""",Congelato,
6,Requirement00711116,="req-5256401-00711116","WHEN

there is a failure in the ability to determine conditions under which to set the value of DILCSettingFitment 

 

THEN

CarConfig shall set the value of DILCSettingFitment to ""ERROR""",Congelato,
6,Requirement00711117,="req-5256401-00711117","
	
		
			Logical
			Physical
		
		
			CarConfig
			CCF_Server
		
		
			DILCSettingFitment 
			
			Parameter: CCFAdasDILCMenu (MDFID: 0x8C65) 
			
		
		
			NOT_SUPPORTED
			Not Supported (0)
		
		
			NOT_FITTED
			Not Fitted (1)
		
		
			FITTED
			Fitted (2)
		
		
			ERROR
			Error (3)
		
	
",In corso,
5,="[PID-15478] Determine ALC Variant Fitment",="chp-5256401-00383709", ,In corso,
6,Requirement00711176,="req-5256401-00711176","The CarConfig shall set the value of ALCVariantFitmentStatus to ""NOT_SUPPORTED"" by default.",Congelato,
6,Requirement00711177,="req-5256401-00711177","WHEN

Driver Initiated Lane Change is not fitted

 

THEN

CarConfig shall set the value of ALCVariantFitmentStatus to ""NOT_FITTED""",Congelato,
6,Requirement00711178,="req-5256401-00711178","WHEN

the vehicle is built for ECE reg 79 relevant markets

 

THEN

CarConfig shall set the value of ALCVariantFitmentStatus to ""ECE_VARIANT""",Congelato,
6,Requirement00711179,="req-5256401-00711179","WHEN

the vehicle is built for GBT (China) relevant markets

 

THEN

CarConfig shall set the value of ALCVariantFitmentStatus to ""China_VARIANT""",Congelato,
6,Requirement00711180,="req-5256401-00711180","WHEN

the vehicle is built for USA or Canada 

 

THEN

CarConfig shall set the value of ALCVariantFitmentStatus to ""USA_VARIANT""",Congelato,
6,Requirement00711181,="req-5256401-00711181","WHEN

the vehicle is built for TBC market

 

THEN

CarConfig shall set the value of ALCVariantFitmentStatus to ""OTHER_VARIANT""",Congelato,
6,Requirement00711182,="req-5256401-00711182","WHEN

the vehicle is built for ECE DCAS relevant market

 

THEN

CarConfig shall set the value of ALCVariantFitmentStatus to ""DCAS_VARIANT""",Congelato,
6,Requirement00711195,="req-5256401-00711195","WHEN

there is a failure in the ability to determine conditions under which to set the value of DILCSettingFitment 

 

THEN

CarConfig shall set the value of ALCVariantFitmentStatus to ""ERROR""",Congelato,
6,Requirement00711135,="req-5256401-00711135","
	
		
			Logical
			Physical
		
		
			CarConfig
			CCF_Server
		
		
			ALCVariantFitmentStatus
			
			Parameter: CCFALCVariant(MDFID: 0x8C24) 
			
		
		
			NOT_SUPPORTED
			Not Supported (0)
		
		
			NOT_FITTED
			Not Fitted (1)
		
		
			ECE_VARIANT
			ECE Variant (2)
		
		
			CHINA_VARIANT
			China Variant (3)
		
		
			USA_VARIANT
			USA Variant (4)
		
		
			OTHER_VARIANT
			Other Non-ECE Variant (5)
		
		
			DCAS_VARIANT
			DCAS Variant (6)
		
		
			ERROR
			Error (15)
		
	
",Congelato,
4,Cockpit_Audio,="chp-5256401-00383702", ,In corso,
5,="[PID-13393] Play Low Alert Chime - Single event",="chp-5256401-00383771", ,In corso,
6,="Alert Low Chime - Single",="req-5256401-00537189","WHEN

""ADASChimeRequest"" requests for a chime with following attributes:

Repeating : Single

Audio Type: Alert Low

Speaker : any requested Speaker

AND no higher prirority Chime is being played 

 

THEN

The Cockpit_Audio shall play the requested chime",Rilasciato,
4,Cockpit_DriverInfo,="chp-5256401-00383703", ,In corso,
5,="[PID-11529] Display Assisted Lane Change Messages",="chp-5256401-00383772", ,In corso,
6,="MTID-0938",="chp-5256401-00329794", ,In corso,
7,="MTID-0938-V3 Revision 1.0",="chp-5256401-00329807", ,In corso,
8,SSA Requirement00575274,="req-5256401-00575274","WHEN

MTID-0938-V3(""Assisted Lane Change Cancelled"" )is requested to display, the CCCM shall be display it in the FDD message centre with following attributes, Otherwise it shall not display.

Type : Temporary Alert
Colour:  NA
Clearable: NA
New period: NA
Display ""OK to Clear"" : NA",Rilasciato,
6,="MTID-1241",="chp-5256401-00416438", ,In corso,
7,="MTID-1241-V2 Revision1.0",="chp-5256401-00416444", ,In corso,
8,Requirement00783120,="req-5256401-00783120","WHEN

 MTID-1241-V2(""Keep your hands on wheel, Assisted Lane change Cancelled"")is requested to display, the CCCM shall be display it in the FDD message centre with following attributes, Otherwise it shall not display.

Type : Temporary Alert
Colour:  NA
Clearable: NA
New period: NA
Display ""OK to Clear"" : NA",In corso,
6,="MTID-1242",="chp-5256401-00416439", ,In corso,
7,="MTID-1242-V2 Revision1.0",="chp-5256401-00416448", ,In corso,
8,Requirement00783123,="req-5256401-00783123","WHEN

 MTID-1242-V2(""Assisted Lane Change cancelled, obstruction detected"")is requested to display, the CCCM shall be display it in the FDD message centre with following attributes, Otherwise it shall not display.

Type : Temporary Alert
Colour:  NA
Clearable: NA
New period: NA
Display ""OK to Clear"" : NA",In corso,
6,="MTID-1243",="chp-5256401-00416440", ,In corso,
7,="MTID-1243-V2 Revision1.0",="chp-5256401-00416447", ,In corso,
8,Requirement00783122,="req-5256401-00783122","WHEN

 MTID-1243-V2(""Assisted Lane Change cancelled due to fault in the system"")is requested to display, the CCCM shall be display it in the FDD message centre with following attributes, Otherwise it shall not display.

Type : Temporary Alert
Colour:  NA
Clearable: NA
New period: NA
Display ""OK to Clear"" : NA",In corso,
6,="MTID-1244",="chp-5256401-00416441", ,In corso,
7,="MTID-1244-V2 Revision1.0",="chp-5256401-00416446", ,In corso,
8,Requirement00783121,="req-5256401-00783121"," MTID-1244-V2(""Assisted Lane Change not available"")is requested to display, the CCCM shall be display it in the FDD message centre with following attributes, Otherwise it shall not display.

Type : Temporary Alert
Colour:  NA
Clearable: NA
New period: NA
Display ""OK to Clear"" : NA",In corso,
4,DADC_NVIDIA,="chp-5256401-00383705", ,In corso,
4,Steering Wheel Core Services,="chp-5256401-00383724", ,In corso,
5,="[PID-11461] Determine Indicator Stalk Position",="chp-5256401-00324719", ,Congelato,
6,directionIndicatorPosition,="chp-5256401-00323380", ,Congelato,
7,NEUTRAL,="req-5256401-00562134","WHILE

direction indicator stalk switch is detected at neutral position

 

THEN

The Steering Wheel Core Services shall set directionIndicatorPosition = ""Neutral"".",Rilasciato,
7,Indicator Tipped to Left,="req-5256401-00562135","WHILE

direction indicator stalk switch is detected at flash left position

 

THEN

The Steering Wheel Core Services shall set directionIndicatorPosition = ""LH_Flashed_DI"".",Rilasciato,
7,Indicator Latched to Left,="req-5256401-00562138","WHILE

direction indicator stalk switch is detected at permanent left position

 

THEN

The Steering Wheel Core Services shall set directionIndicatorPosition = ""LH_Permenant_DI"".",Rilasciato,
7,Indicator Tipped to Right,="req-5256401-00562139","WHILE

direction indicator stalk switch is detected at flash right position

 

THEN

The Steering Wheel Core Services shall set directionIndicatorPosition = ""RH_Flashed_DI"".",Rilasciato,
7,Indicator Latched to Right,="req-5256401-00562141","WHILE

direction indicator stalk switch is detected at permanent right position

 

THEN

The Steering Wheel Core Services shall set directionIndicatorPosition = ""RH_Permanent_DI"".",Rilasciato,
7,Logical to Physical Mapping,="req-5256401-00674323","
	
		
			Logical
			Physical
		
		
			Steering Wheel Core Services
			SWM_A
		
		
			directionIndicatorPosition
			DirectionIndSwitchPos2
		
		
			Neutral
			Neutral (0)
		
		
			LH_Flashed_DI
			LH Flashed DI (1)
		
		
			LH_Permenant_DI
			LH Permenant DI (2)
		
		
			RH_Flashed_DI
			RH Flashed DI (3)
		
		
			RH_Permenant_DI
			RH Permenant DI (4)
		
	


 ",Rilasciato,
7,Alive Counter and Checksum,="req-5256401-00731440",The Steering Wheel Core Services shall publish DataFreshness and Integrity in directionIndicatorPosition as per STJLR 18.036.,Congelato,
7,Logical to Physical Mapping,="req-5256401-00738043","
	
		
			Logical
			Physical
		
		
			Steering Wheel Core Services
			SWM_A
		
		
			directionIndicatorPosition
			
			
				SWMLightingGrpAC
				SWMLightingGrpCS
			
			
		
	


 ",Congelato,
5,="[PID-11461] Determine Indicator Stalk Position (duplicate)",="chp-5256401-00383751", ,In corso,
6,Requirement00711269,="req-5256401-00711269","WHILE

the Direction Indicator Stalk is at the ""Home Position"" 

the SteeringWheelCoreServices shall set directionIndicatorStalkStatus to ""None""",In corso,
6,Requirement00711272,="req-5256401-00711272","WHILE the Direction Indicator Stalk is at the ""Left Detent 1 Position"" 

the SteeringWheelCoreServices shall set directionIndicatorStalkStatus to ""LeftTip""",In corso,
6,Requirement00711273,="req-5256401-00711273","WHILE the Direction Indicator Stalk is at the ""Left Detent 2 Position"" 

the SteeringWheelCoreServices shall set directionIndicatorStalkStatus to ""LeftLatch""",In corso,
6,Requirement00711270,="req-5256401-00711270","WHILE the DirectionIndicatorStalk is at the ""Right Detent 1 Position"" 

the SteeringWheelCoreServices shall set directionIndicatorStalkStatus to ""RightTip""",In corso,
6,Requirement00711271,="req-5256401-00711271","WHILE the Direction Indicator Stalk is at the ""Right Detent 2 Position"" 

the SteeringWheelCoreServices shall set directionIndicatorStalkStatus to ""RightLatch""",In corso,
6,Requirement00711274,="req-5256401-00711274","
	
		
			Logical
			Physical
		
		
			SteeringWheelCoreServices 
			SWM
		
		
			directionIndicatorStalkStatus
			DirectionIndSwitchPos2
		
		
			None
			Neutral (0)
		
		
			LeftTip
			LH Flashed DI (1)
		
		
			LeftLatch
			LH Permenant DI (2)
		
		
			RightTip
			RH Flashed DI (3)
		
		
			RightLatch
			RH Permenant DI(4)
		
	
",In corso,
6,Requirement00711910,="req-5256401-00711910",The SteeringWheelCoreServices shall populate directionIndicatorStalkPosition with data freshness and Integrity.,In corso,
5,="[PID-11461] Determine Indicator Stalk Position",="chp-5256401-00324719", ,Congelato,
6,directionIndicatorPosition,="chp-5256401-00323380", ,Congelato,
7,NEUTRAL,="req-5256401-00562134","WHILE

direction indicator stalk switch is detected at neutral position

 

THEN

The Steering Wheel Core Services shall set directionIndicatorPosition = ""Neutral"".",Rilasciato,
7,Indicator Tipped to Left,="req-5256401-00562135","WHILE

direction indicator stalk switch is detected at flash left position

 

THEN

The Steering Wheel Core Services shall set directionIndicatorPosition = ""LH_Flashed_DI"".",Rilasciato,
